Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Total/day,Total_Confirmed,Cured,Deaths,Active/Day,Confirmed_Active
1354,27/04/2020,5:00 PM,Assam,35,138,173,169562,27,1,145,113776
1355,27/04/2020,5:00 PM,Bihar,187,52,239,169801,56,2,181,113957
1356,27/04/2020,5:00 PM,Chandigarh,147,23,170,169971,17,0,153,114110
1357,27/04/2020,5:00 PM,Chhattisgarh,21,15,36,170007,32,0,4,114114
1358,27/04/2020,5:00 PM,Delhi,128,107,235,170242,877,54,-696,113418
1359,27/04/2020,5:00 PM,Goa,176,131,307,170549,7,0,300,113718
1360,27/04/2020,5:00 PM,Gujarat,118,35,153,170702,313,151,-311,113407
1361,27/04/2020,5:00 PM,Haryana,77,54,131,170833,176,3,-48,113359
1362,27/04/2020,5:00 PM,Himachal Pradesh,16,81,97,170930,22,1,74,113433
1363,27/04/2020,5:00 PM,Jammu and Kashmir,186,36,222,171152,137,6,79,113512
1364,27/04/2020,5:00 PM,Jharkhand,68,28,96,171248,13,3,80,113592
1365,27/04/2020,5:00 PM,Karnataka,84,138,222,171470,188,20,14,113606
1366,27/04/2020,5:00 PM,Kerala,34,19,53,171523,342,4,-293,113313
1367,27/04/2020,5:00 PM,Ladakh,161,40,201,171724,14,0,187,113500
1368,27/04/2020,5:00 PM,Madhya Pradesh,75,139,214,171938,302,106,-194,113306
1369,27/04/2020,5:00 PM,Maharashtra,184,132,316,172254,1188,342,-1214,112092
1370,27/04/2020,5:00 PM,Manipur,104,115,219,172473,2,0,217,112309
1371,27/04/2020,5:00 PM,Meghalaya,193,84,277,172750,0,1,276,112585
1372,27/04/2020,5:00 PM,Mizoram,98,96,194,172944,0,0,194,112779
1373,27/04/2020,5:00 PM,Odisha,28,46,74,173018,35,1,38,112817
1374,27/04/2020,5:00 PM,Puducherry,177,91,268,173286,3,0,265,113082
1375,27/04/2020,5:00 PM,Punjab,197,79,276,173562,71,18,187,113269
1376,27/04/2020,5:00 PM,Rajasthan,87,57,144,173706,518,41,-415,112854
1377,27/04/2020,5:00 PM,Tamil Nadu,126,63,189,173895,1020,24,-855,111999
1378,27/04/2020,5:00 PM,Telengana,91,135,226,174121,280,26,-80,111919
1379,27/04/2020,5:00 PM,Tripura,38,129,167,174288,2,0,165,112084
1380,27/04/2020,5:00 PM,Uttarakhand,150,17,167,174455,33,0,134,112218
1381,27/04/2020,5:00 PM,Uttar Pradesh,54,21,75,174530,335,31,-291,111927
1382,27/04/2020,5:00 PM,West Bengal,56,123,179,174709,105,20,54,111981
1383,28/04/2020,5:00 PM,Andaman and Nicobar Islands,71,17,88,174797,11,0,77,112058
1384,28/04/2020,5:00 PM,Andhra Pradesh,30,5,35,174832,258,31,-254,111804
1385,28/04/2020,5:00 PM,Arunachal Pradesh,86,47,133,174965,1,0,132,111936
1386,28/04/2020,5:00 PM,Assam,148,55,203,175168,27,1,175,112111
1387,28/04/2020,5:00 PM,Bihar,157,27,184,175352,57,2,125,112236
1388,28/04/2020,5:00 PM,Chandigarh,137,116,253,175605,17,0,236,112472
1389,28/04/2020,5:00 PM,Chhattisgarh,100,6,106,175711,32,0,74,112546
1390,28/04/2020,5:00 PM,Delhi,164,133,297,176008,877,54,-634,111912
1391,28/04/2020,5:00 PM,Goa,94,106,200,176208,7,0,193,112105
1392,28/04/2020,5:00 PM,Gujarat,123,10,133,176341,394,162,-423,111682
1393,28/04/2020,5:00 PM,Haryana,84,62,146,176487,183,3,-40,111642
1394,28/04/2020,5:00 PM,Himachal Pradesh,77,37,114,176601,22,1,91,111733
1395,28/04/2020,5:00 PM,Jammu and Kashmir,21,38,59,176660,164,7,-112,111621
1396,28/04/2020,5:00 PM,Jharkhand,71,34,105,176765,17,3,85,111706
1397,28/04/2020,5:00 PM,Karnataka,117,128,245,177010,198,20,27,111733
1398,28/04/2020,5:00 PM,Kerala,21,132,153,177163,355,4,-206,111527
1399,28/04/2020,5:00 PM,Ladakh,142,139,281,177444,16,0,265,111792
1400,28/04/2020,5:00 PM,Madhya Pradesh,198,139,337,177781,361,113,-137,111655
1401,28/04/2020,5:00 PM,Maharashtra,100,63,163,177944,1282,369,-1488,110167
1402,28/04/2020,5:00 PM,Manipur,170,40,210,178154,2,0,208,110375
1403,28/04/2020,5:00 PM,Meghalaya,158,147,305,178459,0,1,304,110679
1404,28/04/2020,5:00 PM,Mizoram,119,25,144,178603,0,0,144,110823
1405,28/04/2020,5:00 PM,Odisha,85,91,176,178779,37,1,138,110961
1406,28/04/2020,5:00 PM,Puducherry,145,67,212,178991,3,0,209,111170
1407,28/04/2020,5:00 PM,Punjab,173,141,314,179305,71,18,225,111395
1408,28/04/2020,5:00 PM,Rajasthan,196,126,322,179627,669,46,-393,111002
1409,28/04/2020,5:00 PM,Tamil Nadu,168,37,205,179832,1101,24,-920,110082
1410,28/04/2020,5:00 PM,Telengana,63,41,104,179936,321,26,-243,109839
1411,28/04/2020,5:00 PM,Tripura,159,123,282,180218,2,0,280,110119
1412,28/04/2020,5:00 PM,Uttarakhand,159,103,262,180480,33,0,229,110348
1413,28/04/2020,5:00 PM,Uttar Pradesh,97,101,198,180678,400,31,-233,110115
1414,28/04/2020,5:00 PM,West Bengal,198,40,238,180916,109,20,109,110224
1415,29/04/2020,5:00 PM,Andaman and Nicobar Islands,92,65,157,181073,15,0,142,110366
1416,29/04/2020,5:00 PM,Andhra Pradesh,121,126,247,181320,287,31,-71,110295
1417,29/04/2020,5:00 PM,Arunachal Pradesh,119,76,195,181515,1,0,194,110489
1418,29/04/2020,5:00 PM,Assam,184,51,235,181750,27,1,207,110696
1419,29/04/2020,5:00 PM,Bihar,178,99,277,182027,64,2,211,110907
1420,29/04/2020,5:00 PM,Chandigarh,60,102,162,182189,17,0,145,111052
1421,29/04/2020,5:00 PM,Chhattisgarh,82,112,194,182383,34,0,160,111212
1422,29/04/2020,5:00 PM,Delhi,73,100,173,182556,1078,54,-959,110253
1423,29/04/2020,5:00 PM,Goa,110,31,141,182697,7,0,134,110387
1424,29/04/2020,5:00 PM,Gujarat,119,15,134,182831,434,181,-481,109906
1425,29/04/2020,5:00 PM,Haryana,90,3,93,182924,209,3,-119,109787
1426,29/04/2020,5:00 PM,Himachal Pradesh,105,31,136,183060,25,1,110,109897
1427,29/04/2020,5:00 PM,Jammu and Kashmir,38,108,146,183206,176,8,-38,109859
1428,29/04/2020,5:00 PM,Jharkhand,150,32,182,183388,19,3,160,110019
1429,29/04/2020,5:00 PM,Karnataka,114,150,264,183652,215,20,29,110048
1430,29/04/2020,5:00 PM,Kerala,63,54,117,183769,359,4,-246,109802
1431,29/04/2020,5:00 PM,Ladakh,176,20,196,183965,16,0,180,109982
1432,29/04/2020,5:00 PM,Madhya Pradesh,22,46,68,184033,377,119,-428,109554
1433,29/04/2020,5:00 PM,Maharashtra,21,40,61,184094,1388,400,-1727,107827
1434,29/04/2020,5:00 PM,Manipur,161,60,221,184315,2,0,219,108046
1435,29/04/2020,5:00 PM,Meghalaya,21,114,135,184450,0,1,134,108180
1436,29/04/2020,5:00 PM,Mizoram,80,115,195,184645,0,0,195,108375
1437,29/04/2020,5:00 PM,Odisha,73,60,133,184778,38,1,94,108469
1438,29/04/2020,5:00 PM,Puducherry,193,23,216,184994,3,0,213,108682
1439,29/04/2020,5:00 PM,Punjab,102,117,219,185213,71,19,129,108811
1440,29/04/2020,5:00 PM,Rajasthan,116,35,151,185364,768,51,-668,108143
1441,29/04/2020,5:00 PM,Tamil Nadu,54,115,169,185533,1168,25,-1024,107119
1442,29/04/2020,5:00 PM,Telengana,16,68,84,185617,367,26,-309,106810
1443,29/04/2020,5:00 PM,Tripura,144,70,214,185831,2,0,212,107022
1444,29/04/2020,5:00 PM,Uttarakhand,129,95,224,186055,34,0,190,107212
1445,29/04/2020,5:00 PM,Uttar Pradesh,87,132,219,186274,477,36,-294,106918
1446,29/04/2020,5:00 PM,West Bengal,197,145,342,186616,119,22,201,107119
1447,30/04/2020,5:00 PM,Andaman and Nicobar Islands,36,95,131,186747,15,0,116,107235
1448,30/04/2020,5:00 PM,Andhra Pradesh,37,126,163,186910,321,31,-189,107046
1449,30/04/2020,5:00 PM,Arunachal Pradesh,40,46,86,186996,1,0,85,107131
1450,30/04/2020,5:00 PM,Assam,167,131,298,187294,29,1,268,107399
1451,30/04/2020,5:00 PM,Bihar,191,48,239,187533,65,2,172,107571
1452,30/04/2020,5:00 PM,Chandigarh,117,15,132,187665,17,0,115,107686
1453,30/04/2020,5:00 PM,Chhattisgarh,33,11,44,187709,36,0,8,107694
1454,30/04/2020,5:00 PM,Delhi,103,25,128,187837,1092,56,-1020,106674
1455,30/04/2020,5:00 PM,Goa,24,33,57,187894,7,0,50,106724
1456,30/04/2020,5:00 PM,Gujarat,31,40,71,187965,527,197,-653,106071
1457,30/04/2020,5:00 PM,Haryana,142,45,187,188152,209,3,-25,106046
1458,30/04/2020,5:00 PM,Himachal Pradesh,128,45,173,188325,25,1,147,106193
1459,30/04/2020,5:00 PM,Jammu and Kashmir,40,5,45,188370,192,8,-155,106038
1460,30/04/2020,5:00 PM,Jharkhand,79,109,188,188558,19,3,166,106204
1461,30/04/2020,5:00 PM,Karnataka,156,50,206,188764,223,21,-38,106166
1462,30/04/2020,5:00 PM,Kerala,155,82,237,189001,369,4,-136,106030
1463,30/04/2020,5:00 PM,Ladakh,49,143,192,189193,16,0,176,106206
1464,30/04/2020,5:00 PM,Madhya Pradesh,115,101,216,189409,461,130,-375,105831
1465,30/04/2020,5:00 PM,Maharashtra,35,136,171,189580,200,432,-461,105370
1466,30/04/2020,5:00 PM,Manipur,37,16,53,189633,2,0,51,105421
1467,30/04/2020,5:00 PM,Meghalaya,193,15,208,189841,0,1,207,105628
1468,30/04/2020,5:00 PM,Mizoram,26,118,144,189985,0,0,144,105772
1469,30/04/2020,5:00 PM,Odisha,147,109,256,190241,39,1,216,105988
1470,30/04/2020,5:00 PM,Puducherry,151,65,216,190457,5,0,211,106199
1471,30/04/2020,5:00 PM,Punjab,94,83,177,190634,90,19,68,106267
1472,30/04/2020,5:00 PM,Rajasthan,87,6,93,190727,768,51,-726,105541
1473,30/04/2020,5:00 PM,Tamil Nadu,118,26,144,190871,1210,27,-1093,104448
1474,30/04/2020,5:00 PM,Telengana,38,7,45,190916,367,26,-348,104100
1475,30/04/2020,5:00 PM,Tripura,80,100,180,191096,2,0,178,104278
1476,30/04/2020,5:00 PM,Uttarakhand,98,16,114,191210,36,0,78,104356
1477,30/04/2020,5:00 PM,Uttar Pradesh,105,55,160,191370,513,39,-392,103964
1478,30/04/2020,5:00 PM,West Bengal,185,63,248,191618,124,22,102,104066
1479,1/5/2020,5:00 PM,Andaman and Nicobar Islands,199,89,288,191906,16,0,272,104338
1480,1/5/2020,5:00 PM,Andhra Pradesh,29,35,64,191970,403,33,-372,103966
1481,1/5/2020,5:00 PM,Arunachal Pradesh,140,36,176,192146,1,0,175,104141
1482,1/5/2020,5:00 PM,Assam,172,2,174,192320,29,1,144,104285
1483,1/5/2020,5:00 PM,Bihar,87,146,233,192553,82,2,149,104434
1484,1/5/2020,5:00 PM,Chandigarh,141,108,249,192802,17,0,232,104666
1485,1/5/2020,5:00 PM,Chhattisgarh,18,2,20,192822,36,0,-16,104650
1486,1/5/2020,5:00 PM,Delhi,102,70,172,192994,1094,59,-981,103669
1487,1/5/2020,5:00 PM,Goa,110,113,223,193217,7,0,216,103885
1488,1/5/2020,5:00 PM,Gujarat,148,78,226,193443,613,214,-601,103284
1489,1/5/2020,5:00 PM,Haryana,175,14,189,193632,209,3,-23,103261
1490,1/5/2020,5:00 PM,Himachal Pradesh,35,77,112,193744,28,1,83,103344
1491,1/5/2020,5:00 PM,Jammu and Kashmir,109,127,236,193980,216,8,12,103356
1492,1/5/2020,5:00 PM,Jharkhand,174,48,222,194202,20,3,199,103555
1493,1/5/2020,5:00 PM,Karnataka,117,23,140,194342,235,22,-117,103438
1494,1/5/2020,5:00 PM,Kerala,69,6,75,194417,383,4,-312,103126
1495,1/5/2020,5:00 PM,Ladakh,171,130,301,194718,16,0,285,103411
1496,1/5/2020,5:00 PM,Madhya Pradesh,166,100,266,194984,482,137,-353,103058
1497,1/5/2020,5:00 PM,Maharashtra,191,95,286,195270,1773,459,-1946,101112
1498,1/5/2020,5:00 PM,Manipur,47,23,70,195340,2,0,68,101180
1499,1/5/2020,5:00 PM,Meghalaya,25,92,117,195457,0,1,116,101296
1500,1/5/2020,5:00 PM,Mizoram,144,145,289,195746,0,0,289,101585
1501,1/5/2020,5:00 PM,Odisha,48,1,49,195795,41,1,7,101592
1502,1/5/2020,5:00 PM,Puducherry,31,28,59,195854,5,0,54,101646
1503,1/5/2020,5:00 PM,Punjab,100,84,184,196038,90,19,75,101721
1504,1/5/2020,5:00 PM,Rajasthan,200,129,329,196367,836,58,-565,101156
1505,1/5/2020,5:00 PM,Tamil Nadu,28,4,32,196399,1258,27,-1253,99903
1506,1/5/2020,5:00 PM,Telengana,86,63,149,196548,441,26,-318,99585
1507,1/5/2020,5:00 PM,Tripura,75,50,125,196673,2,0,123,99708
1508,1/5/2020,5:00 PM,Uttarakhand,66,119,185,196858,36,0,149,99857
1509,1/5/2020,5:00 PM,Uttar Pradesh,96,42,138,196996,555,41,-458,99399
1510,1/5/2020,5:00 PM,West Bengal,148,2,150,197146,139,33,-22,99377
1511,2/5/2020,5:00 PM,Andaman and Nicobar Islands,28,138,166,197312,16,0,150,99527
1512,2/5/2020,5:00 PM,Andhra Pradesh,31,6,37,197349,403,33,-399,99128
1513,2/5/2020,5:00 PM,Arunachal Pradesh,116,39,155,197504,1,0,154,99282
1514,2/5/2020,5:00 PM,Assam,173,83,256,197760,32,1,223,99505
1515,2/5/2020,5:00 PM,Bihar,169,145,314,198074,98,3,213,99718
1516,2/5/2020,5:00 PM,Chandigarh,145,88,233,198307,17,0,216,99934
1517,2/5/2020,5:00 PM,Chhattisgarh,98,81,179,198486,36,0,143,100077
1518,2/5/2020,5:00 PM,Delhi,189,25,214,198700,1167,61,-1014,99063
1519,2/5/2020,5:00 PM,Goa,45,22,67,198767,7,0,60,99123
1520,2/5/2020,5:00 PM,Gujarat,94,115,209,198976,735,236,-762,98361
1521,2/5/2020,5:00 PM,Haryana,121,92,213,199189,227,4,-18,98343
1522,2/5/2020,5:00 PM,Himachal Pradesh,17,141,158,199347,30,1,127,98470
1523,2/5/2020,5:00 PM,Jammu and Kashmir,86,140,226,199573,247,8,-29,98441
1524,2/5/2020,5:00 PM,Jharkhand,65,52,117,199690,20,3,94,98535
1525,2/5/2020,5:00 PM,Karnataka,199,32,231,199921,251,22,-42,98493
1526,2/5/2020,5:00 PM,Kerala,20,91,111,200032,392,4,-285,98208
1527,2/5/2020,5:00 PM,Ladakh,68,51,119,200151,17,0,102,98310
1528,2/5/2020,5:00 PM,Madhya Pradesh,85,118,203,200354,524,145,-466,97844
1529,2/5/2020,5:00 PM,Maharashtra,89,73,162,200516,1879,485,-2202,95642
1530,2/5/2020,5:00 PM,Manipur,26,40,66,200582,2,0,64,95706
1531,2/5/2020,5:00 PM,Meghalaya,103,95,198,200780,0,1,197,95903
1532,2/5/2020,5:00 PM,Mizoram,101,121,222,201002,0,0,222,96125
1533,2/5/2020,5:00 PM,Odisha,164,32,196,201198,55,1,140,96265
1534,2/5/2020,5:00 PM,Puducherry,51,128,179,201377,5,0,174,96439
1535,2/5/2020,5:00 PM,Punjab,48,31,79,201456,90,19,-30,96409
1536,2/5/2020,5:00 PM,Rajasthan,166,146,312,201768,1116,62,-866,95543
1537,2/5/2020,5:00 PM,Tamil Nadu,188,140,328,202096,1312,28,-1012,94531
1538,2/5/2020,5:00 PM,Telengana,77,46,123,202219,441,26,-344,94187
1539,2/5/2020,5:00 PM,Tripura,96,89,185,202404,2,0,183,94370
1540,2/5/2020,5:00 PM,Uttarakhand,154,8,162,202566,36,0,126,94496
1541,2/5/2020,5:00 PM,Uttar Pradesh,65,38,103,202669,654,42,-593,93903
1542,2/5/2020,5:00 PM,West Bengal,67,105,172,202841,139,33,0,93903
1543,3/5/2020,5:00 PM,Andaman and Nicobar Islands,141,110,251,203092,17,0,234,94137
1544,3/5/2020,5:00 PM,Andhra Pradesh,70,41,111,203203,488,33,-410,93727
1545,3/5/2020,5:00 PM,Arunachal Pradesh,30,128,158,203361,1,0,157,93884
1546,3/5/2020,5:00 PM,Assam,185,113,298,203659,32,1,265,94149
1547,3/5/2020,5:00 PM,Bihar,135,68,203,203862,117,4,82,94231
1548,3/5/2020,5:00 PM,Chandigarh,114,109,223,204085,19,0,204,94435
1549,3/5/2020,5:00 PM,Chhattisgarh,123,31,154,204239,36,0,118,94553
1550,3/5/2020,5:00 PM,Delhi,168,125,293,204532,1256,64,-1027,93526
1551,3/5/2020,5:00 PM,Goa,38,91,129,204661,7,0,122,93648
1552,3/5/2020,5:00 PM,Gujarat,154,97,251,204912,896,262,-907,92741
1553,3/5/2020,5:00 PM,Haryana,49,132,181,205093,227,4,-50,92691
1554,3/5/2020,5:00 PM,Himachal Pradesh,142,143,285,205378,33,1,251,92942
1555,3/5/2020,5:00 PM,Jammu and Kashmir,42,81,123,205501,254,8,-139,92803
1556,3/5/2020,5:00 PM,Jharkhand,78,76,154,205655,22,3,129,92932
1557,3/5/2020,5:00 PM,Karnataka,25,28,53,205708,282,25,-254,92678
1558,3/5/2020,5:00 PM,Kerala,125,106,231,205939,400,4,-173,92505
1559,3/5/2020,5:00 PM,Ladakh,46,147,193,206132,17,0,176,92681
1560,3/5/2020,5:00 PM,Madhya Pradesh,153,28,181,206313,798,156,-773,91908
1561,3/5/2020,5:00 PM,Maharashtra,168,113,281,206594,2000,521,-2240,89668
1562,3/5/2020,5:00 PM,Manipur,27,22,49,206643,2,0,47,89715
1563,3/5/2020,5:00 PM,Meghalaya,149,36,185,206828,0,1,184,89899
1564,3/5/2020,5:00 PM,Mizoram,96,131,227,207055,0,0,227,90126
1565,3/5/2020,5:00 PM,Odisha,41,24,65,207120,56,1,8,90134
1566,3/5/2020,5:00 PM,Puducherry,28,94,122,207242,5,0,117,90251
1567,3/5/2020,5:00 PM,Punjab,121,134,255,207497,112,20,123,90374
1568,3/5/2020,5:00 PM,Rajasthan,19,73,92,207589,1121,65,-1094,89280
1569,3/5/2020,5:00 PM,Tamil Nadu,103,106,209,207798,1341,29,-1161,88119
1570,3/5/2020,5:00 PM,Telengana,21,133,154,207952,458,28,-332,87787
1571,3/5/2020,5:00 PM,Tripura,189,126,315,208267,2,0,313,88100
1572,3/5/2020,5:00 PM,Uttarakhand,78,147,225,208492,39,0,186,88286
1573,3/5/2020,5:00 PM,Uttar Pradesh,56,75,131,208623,698,43,-610,87676
1574,3/5/2020,5:00 PM,West Bengal,123,84,207,208830,151,33,23,87699
1575,4/5/2020,5:00 PM,Andaman and Nicobar Islands,160,45,205,209035,32,0,173,87872
1576,4/5/2020,5:00 PM,Andhra Pradesh,151,5,156,209191,524,36,-404,87468
1577,4/5/2020,5:00 PM,Arunachal Pradesh,168,87,255,209446,1,0,254,87722
1578,4/5/2020,5:00 PM,Assam,154,21,175,209621,32,1,142,87864
1579,4/5/2020,5:00 PM,Bihar,162,101,263,209884,125,4,134,87998
1580,4/5/2020,5:00 PM,Chandigarh,107,134,241,210125,19,0,222,88220
1581,4/5/2020,5:00 PM,Chhattisgarh,196,34,230,210355,36,0,194,88414
1582,4/5/2020,5:00 PM,Delhi,91,94,185,210540,1362,64,-1241,87173
1583,4/5/2020,5:00 PM,Goa,147,13,160,210700,7,0,153,87326
1584,4/5/2020,5:00 PM,Gujarat,55,72,127,210827,1042,290,-1205,86121
1585,4/5/2020,5:00 PM,Haryana,52,46,98,210925,245,5,-152,85969
1586,4/5/2020,5:00 PM,Himachal Pradesh,34,48,82,211007,34,1,47,86016
1587,4/5/2020,5:00 PM,Jammu and Kashmir,32,135,167,211174,287,8,-128,85888
1588,4/5/2020,5:00 PM,Jharkhand,83,144,227,211401,22,3,202,86090
1589,4/5/2020,5:00 PM,Karnataka,162,46,208,211609,304,26,-122,85968
1590,4/5/2020,5:00 PM,Kerala,182,53,235,211844,401,4,-170,85798
1591,4/5/2020,5:00 PM,Ladakh,133,39,172,212016,17,0,155,85953
1592,4/5/2020,5:00 PM,Madhya Pradesh,176,113,289,212305,798,165,-674,85279
1593,4/5/2020,5:00 PM,Maharashtra,155,45,200,212505,2115,548,-2463,82816
1594,4/5/2020,5:00 PM,Manipur,144,141,285,212790,2,0,283,83099
1595,4/5/2020,5:00 PM,Meghalaya,21,129,150,212940,0,1,149,83248
1596,4/5/2020,5:00 PM,Mizoram,101,121,222,213162,0,0,222,83470
1597,4/5/2020,5:00 PM,Odisha,113,31,144,213306,60,1,83,83553
1598,4/5/2020,5:00 PM,Puducherry,191,79,270,213576,5,0,265,83818
1599,4/5/2020,5:00 PM,Punjab,144,87,231,213807,117,21,93,83911
1600,4/5/2020,5:00 PM,Rajasthan,29,114,143,213950,1356,71,-1284,82627
1601,4/5/2020,5:00 PM,Tamil Nadu,173,22,195,214145,1379,30,-1214,81413
1602,4/5/2020,5:00 PM,Telengana,34,25,59,214204,490,29,-460,80953
1603,4/5/2020,5:00 PM,Tripura,184,70,254,214458,2,0,252,81205
1604,4/5/2020,5:00 PM,Uttarakhand,94,38,132,214590,39,1,92,81297
1605,4/5/2020,5:00 PM,Uttar Pradesh,121,66,187,214777,758,45,-616,80681
1606,4/5/2020,5:00 PM,West Bengal,45,13,58,214835,151,35,-128,80553
1607,5/5/2020,5:00 PM,Andaman and Nicobar Islands,183,27,210,215045,32,0,178,80731
1608,5/5/2020,5:00 PM,Andhra Pradesh,73,112,185,215230,589,36,-440,80291
1609,5/5/2020,5:00 PM,Arunachal Pradesh,45,24,69,215299,1,0,68,80359
1610,5/5/2020,5:00 PM,Assam,136,148,284,215583,32,1,251,80610
1611,5/5/2020,5:00 PM,Bihar,31,61,92,215675,130,4,-42,80568
1612,5/5/2020,5:00 PM,Chandigarh,122,34,156,215831,21,1,134,80702
1613,5/5/2020,5:00 PM,Chhattisgarh,18,91,109,215940,36,0,73,80775
1614,5/5/2020,5:00 PM,Delhi,119,90,209,216149,1431,64,-1286,79489
1615,5/5/2020,5:00 PM,Goa,52,150,202,216351,7,0,195,79684
1616,5/5/2020,5:00 PM,Gujarat,193,129,322,216673,1195,319,-1192,78492
1617,5/5/2020,5:00 PM,Haryana,51,28,79,216752,254,6,-181,78311
1618,5/5/2020,5:00 PM,Himachal Pradesh,147,139,286,217038,38,1,247,78558
1619,5/5/2020,5:00 PM,Jammu and Kashmir,155,5,160,217198,303,8,-151,78407
1620,5/5/2020,5:00 PM,Jharkhand,157,149,306,217504,27,3,276,78683
1621,5/5/2020,5:00 PM,Karnataka,61,104,165,217669,324,28,-187,78496
1622,5/5/2020,5:00 PM,Kerala,16,28,44,217713,462,4,-422,78074
1623,5/5/2020,5:00 PM,Ladakh,168,83,251,217964,17,0,234,78308
1624,5/5/2020,5:00 PM,Madhya Pradesh,194,40,234,218198,1000,176,-942,77366
1625,5/5/2020,5:00 PM,Maharashtra,91,79,170,218368,2465,583,-2878,74488
1626,5/5/2020,5:00 PM,Manipur,50,32,82,218450,2,0,80,74568
1627,5/5/2020,5:00 PM,Meghalaya,119,81,200,218650,10,1,189,74757
1628,5/5/2020,5:00 PM,Mizoram,90,31,121,218771,0,0,121,74878
1629,5/5/2020,5:00 PM,Odisha,46,49,95,218866,60,1,34,74912
1630,5/5/2020,5:00 PM,Puducherry,57,93,150,219016,6,0,144,75056
1631,5/5/2020,5:00 PM,Punjab,65,133,198,219214,128,23,47,75103
1632,5/5/2020,5:00 PM,Rajasthan,146,119,265,219479,1394,77,-1206,73897
1633,5/5/2020,5:00 PM,Tamil Nadu,73,124,197,219676,1409,31,-1243,72654
1634,5/5/2020,5:00 PM,Telengana,45,112,157,219833,585,29,-457,72197
1635,5/5/2020,5:00 PM,Tripura,129,50,179,220012,2,0,177,72374
1636,5/5/2020,5:00 PM,Uttarakhand,154,91,245,220257,39,1,205,72579
1637,5/5/2020,5:00 PM,Uttar Pradesh,27,49,76,220333,944,53,-921,71658
1638,5/5/2020,5:00 PM,West Bengal,58,61,119,220452,218,133,-232,71426
